hostname,input_index,final_class,dns_class,dns_a,dns_aaaa,dns_cname,resolver_summary,https_status,https_effective_url,https_error,http_status,http_effective_url,http_error,web_reason,elapsed_ms,timestamp_utc
12studio.ru,1,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,15444,2026-08-27T11:23:53Z
1520gym.ru,2,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,907,2026-08-27T11:23:38Z
19-ok.ru,3,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,1279,2026-08-27T11:23:39Z
1day-course.ru,4,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1195,2026-08-27T11:23:39Z
1military.ru,5,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1161,2026-08-27T11:23:40Z
2fish.ru,6,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,1857,2026-08-27T11:23:41Z
350-riverside-crescent.ru,7,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1003,2026-08-27T11:23:40Z
3v-sykt.ru,8,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,3066,2026-08-27T11:23:43Z
4pda.ru,9,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,3785,2026-08-27T11:23:44Z
504950.ru,10,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,3339,2026-08-27T11:23:44Z
57shkola.ru,11,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1858,2026-08-27T11:23:45Z
6x100.ru,12,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,6256,2026-08-27T11:23:50Z
78legion.ru,13,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1254,2026-08-27T11:23:45Z
a-a63.ru,14,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1074,2026-08-27T11:23:46Z
abvgdeyka-club.ru,15,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1344,2026-08-27T11:23:47Z
actingstudio.ru,16,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,4564,2026-08-27T11:23:50Z
adaptometriya.ru,17,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,2474,2026-08-27T11:23:49Z
agrofirmapro.ru,18,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,5639,2026-08-27T11:23:55Z
agroportal.ru,19,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1581,2026-08-27T11:23:52Z
agroresopt.ru,20,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1661,2026-08-27T11:23:52Z
agroturismo.ru,21,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1213,2026-08-27T11:23:53Z
agroxperia.ru,22,01_LIVE_WEB,DNS_ALIVE,185.179.188.37,,,cloudflare=ALIVE;google=ALIVE;quad9=ALIVE,200,https://agroxperia.ru/,,,,,HTTPS_RESPONDED,2729,2026-08-27T11:23:55Z
aibbroker.ru,23,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1947,2026-08-27T11:23:55Z
aiki-center.ru,24,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,4943,2026-08-27T11:23:58Z
aincrad.su,25,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,18853,2026-08-27T11:24:14Z
aiyadesignframework.ru,26,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1169,2026-08-27T11:23:56Z
ak-luchezarny.ru,27,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1907,2026-08-27T11:23:57Z
akvapalace.ru,28,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1577,2026-08-27T11:23:58Z
aleksa39.ru,29,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,778,2026-08-27T11:23:58Z
alevgroup.ru,30,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,734,2026-08-27T11:23:58Z
alfa-plus.su,31,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,664,2026-08-27T11:23:59Z
alfaautosochi.ru,32,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,680,2026-08-27T11:23:59Z
all-anekdoty.ru,33,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,769,2026-08-27T11:23:59Z
alsver.ru,34,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,838,2026-08-27T11:23:59Z
amakids-strogino.ru,35,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,831,2026-08-27T11:24:00Z
amberpermalko.ru,36,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,2497,2026-08-27T11:24:02Z
amigo-hotel.ru,37,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,1576,2026-08-27T11:24:01Z
amrshadr.ru,38,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,1450,2026-08-27T11:24:01Z
amtek-crimea.ru,39,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1300,2026-08-27T11:24:02Z
anche-design.ru,40,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1408,2026-08-27T11:24:02Z
anddre.ru,41,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,882,2026-08-27T11:24:03Z
andrewbondar.ru,42,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1058,2026-08-27T11:24:03Z
andrfree.ru,43,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1018,2026-08-27T11:24:03Z
animdor.ru,44,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,3106,2026-08-27T11:24:06Z
anisimovorc.ru,45,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,3204,2026-08-27T11:24:07Z
anixa.ru,46,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,3544,2026-08-27T11:24:07Z
april-trends.ru,47,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1412,2026-08-27T11:24:07Z
ardiz-school.ru,48,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1868,2026-08-27T11:24:08Z
arefino-kdk.ru,49,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,2436,2026-08-27T11:24:09Z
armenia-borzya.ru,50,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,24574,2026-08-27T11:24:32Z
arsenal-school.ru,51,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,3015,2026-08-27T11:24:11Z
art-proekt.su,52,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,2551,2026-08-27T11:24:12Z
artlocstudio.ru,53,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,2676,2026-08-27T11:24:14Z
artofhome.ru,54,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,551,2026-08-27T11:24:14Z
arttravelblog.ru,55,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,851,2026-08-27T11:24:15Z
astralreport.ru,56,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,885,2026-08-27T11:24:15Z
astrogalactica.ru,57,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1039,2026-08-27T11:24:15Z
autodealerawards.ru,58,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,814,2026-08-27T11:24:15Z
autouniversal22.ru,59,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,18869,2026-08-27T11:24:34Z
autourist.ru,60,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,2330,2026-08-27T11:24:18Z
avantischool.ru,61,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,2563,2026-08-27T11:24:18Z
aventics-emerson.ru,62,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,6932,2026-08-27T11:24:25Z
avize.ru,63,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,6943,2026-08-27T11:24:25Z
avrora-mebel72.ru,64,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1114,2026-08-27T11:24:26Z
avto-elektriik.ru,65,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,986,2026-08-27T11:24:26Z
badlady.ru,66,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,5920,2026-08-27T11:24:32Z
badmivasil.ru,67,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,6018,2026-08-27T11:24:32Z
bakaty.ru,68,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,974,2026-08-27T11:24:33Z
baltstroyproject.ru,69,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,3647,2026-08-27T11:24:35Z
baron32.ru,70,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,976,2026-08-27T11:24:33Z
bcnark.ru,71,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,840,2026-08-27T11:24:34Z
bellario.ru,72,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,801,2026-08-27T11:24:34Z
bestcitations.ru,73,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1361,2026-08-27T11:24:35Z
bighub.ru,74,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1353,2026-08-27T11:24:35Z
bigpolitik.ru,75,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1615,2026-08-27T11:24:36Z
bishka.ru,76,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1563,2026-08-27T11:24:37Z
bit-max.ru,77,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,5544,2026-08-27T11:24:41Z
blenderfreshbar.ru,78,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1462,2026-08-27T11:24:37Z
blikdok.ru,79,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,6812,2026-08-27T11:24:42Z
bogdanovo-pskov.ru,80,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,775,2026-08-27T11:24:37Z
brandsbery.ru,81,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,614,2026-08-27T11:24:38Z
breakdance-ufa.ru,82,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,714,2026-08-27T11:24:38Z
bringingsuccess.ru,83,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1576,2026-08-27T11:24:39Z
brtdog.ru,84,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,2931,2026-08-27T11:24:41Z
brusnika-hotel.ru,85,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,2338,2026-08-27T11:24:41Z
buhsochi.ru,86,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,1474,2026-08-27T11:24:42Z
buket-podarki02.ru,87,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1392,2026-08-27T11:24:42Z
busgov.ru,88,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,1289,2026-08-27T11:24:43Z
busredi.ru,89,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,24472,2026-08-27T11:25:07Z
bytzapchasti-online.ru,90,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1170,2026-08-27T11:24:44Z
c-zarnitza.ru,91,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,2395,2026-08-27T11:24:45Z
cacaovpn.ru,92,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,1308,2026-08-27T11:24:44Z
caesar-stroy.ru,93,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1372,2026-08-27T11:24:45Z
cakyra.ru,94,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1124,2026-08-27T11:24:45Z
cat-game.ru,95,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,939,2026-08-27T11:24:46Z
ceed-jd.ru,96,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,3878,2026-08-27T11:24:49Z
centre-kuhni.ru,97,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1087,2026-08-27T11:24:46Z
centre7.ru,98,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1217,2026-08-27T11:24:47Z
cepsh.ru,99,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,5133,2026-08-27T11:24:51Z
chbuh.ru,100,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,6599,2026-08-27T11:24:54Z
cheat-master.ru,101,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,2256,2026-08-27T11:24:51Z
chetkiisluh.ru,102,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,736,2026-08-27T11:24:52Z
chnk.ru,103,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,2316,2026-08-27T11:24:54Z
chtokomupodarit.ru,104,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,896,2026-08-27T11:24:54Z
clipbuh.ru,105,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,9347,2026-08-27T11:25:03Z
clubwt.ru,106,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,6421,2026-08-27T11:25:00Z
complex-ideas.ru,107,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,4091,2026-08-27T11:24:58Z
comradgroup.ru,108,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,5247,2026-08-27T11:25:03Z
conversion-labs.ru,109,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,14395,2026-08-27T11:25:15Z
coolseoman.ru,110,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1068,2026-08-27T11:25:04Z
countrumen.ru,111,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,924,2026-08-27T11:25:04Z
cpconstruction.ru,112,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,4942,2026-08-27T11:25:09Z
crioland.ru,113,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1030,2026-08-27T11:25:05Z
crrpokachi.ru,114,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,558,2026-08-27T11:25:06Z
cup-n-cake.ru,115,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,608,2026-08-27T11:25:07Z
cvety-tut.ru,116,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1412,2026-08-27T11:25:08Z
cvrg.ru,117,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1571,2026-08-27T11:25:08Z
dagognicgb.ru,118,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1163,2026-08-27T11:25:09Z
daizakurit.ru,119,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,3444,2026-08-27T11:25:12Z
dallas-hotel.ru,120,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,4195,2026-08-27T11:25:13Z
datasciencecourse.ru,121,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,4570,2026-08-27T11:25:14Z
delice-mebel.ru,122,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,3241,2026-08-27T11:25:15Z
delivery-vodka.ru,123,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,23226,2026-08-27T11:25:37Z
delogp.ru,124,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,3005,2026-08-27T11:25:17Z
demsdems.ru,125,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,21467,2026-08-27T11:25:36Z
deshtor.ru,126,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,2830,2026-08-27T11:25:18Z
designvent.ru,127,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1462,2026-08-27T11:25:18Z
detali-a.ru,128,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,22320,2026-08-27T11:25:40Z
deti-umka2002.ru,129,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1870,2026-08-27T11:25:20Z
detsad20arm.ru,130,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,596,2026-08-27T11:25:21Z
detsad42-sarov.ru,131,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,641,2026-08-27T11:25:21Z
detsad5us.ru,132,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,525,2026-08-27T11:25:22Z
dgbkam.ru,133,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,3837,2026-08-27T11:25:26Z
dianatur.ru,134,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,10352,2026-08-27T11:25:36Z
disclosures.ru,135,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,22703,2026-08-27T11:25:59Z
dkamila.ru,136,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,2233,2026-08-27T11:25:38Z
dkley.ru,137,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,2694,2026-08-27T11:25:39Z
dm-magazin.ru,138,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,2546,2026-08-27T11:25:41Z
dmd009.ru,139,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,19479,2026-08-27T11:25:59Z
doki-help.ru,140,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,26525,2026-08-27T11:26:07Z
dokkino.ru,141,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,4020,2026-08-27T11:25:45Z
dom-2-efiri.ru,142,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,17206,2026-08-27T11:26:02Z
dominanta-dance.ru,143,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,822,2026-08-27T11:26:00Z
domodedovo-pivo.ru,144,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,4903,2026-08-27T11:26:04Z
domvsibiri.ru,145,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,16035,2026-08-27T11:26:16Z
donor12.ru,146,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,3968,2026-08-27T11:26:06Z
doramatut.ru,147,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,14101,2026-08-27T11:26:18Z
